pokedex_number,japanese_name,name,classfication,abilities,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,capture_rate,experience_growth,base_total,hp,attack,defense,sp_attack,sp_defense,speed,percentage_male,height_m,weight_kg,generation,is_legendary
599,Giaruギアル,Klink,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,130,1059860,300,40,55,70,45,60,30,,0.3,21,5,0
600,Gigiaruギギアル,Klang,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,60,1059860,440,60,80,95,70,85,50,,0.6,51,5,0
601,Gigigiaruギギギアル,Klinklang,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,30,1059860,520,60,100,115,70,85,90,,0.6,81,5,0
602,Shibishirasuシビシラス,Tynamo,EleFish Pokémon,['Levitate'],electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,190,1250000,275,35,55,40,45,40,60,50,0.2,0.3,5,0
603,Shibibeelシビビール,Eelektrik,EleFish Pokémon,['Levitate'],electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,60,1250000,405,65,85,70,75,70,40,50,1.2,22,5,0
604,Shibirudonシビルドン,Eelektross,EleFish Pokémon,['Levitate'],electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,30,1250000,515,85,115,80,105,80,50,50,2.1,80.5,5,0
605,Ligrayリグレー,Elgyem,Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,255,1000000,335,55,55,55,85,55,30,50,0.5,9,5,0
606,Ohbemオーベム,Beheeyem,Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,90,1000000,485,75,75,75,125,95,40,50,1,34.5,5,0
607,Hitomoshiヒトモシ,Litwick,Candle Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,190,1059860,275,50,30,55,65,55,20,50,0.3,3.1,5,0
608,Lamplerランプラー,Lampent,Lamp Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,90,1059860,370,60,40,60,95,60,55,50,0.6,13,5,0
609,Chandelaシャンデラ,Chandelure,Luring Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,45,1059860,520,60,55,90,145,90,80,50,1,34.3,5,0
610,Kibagoキバゴ,Axew,Tusk Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,75,1250000,320,46,87,60,30,40,57,50,0.6,18,5,0
611,Onondoオノンド,Fraxure,Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,60,1250000,410,66,117,70,40,50,67,50,1,36,5,0
612,Ononokusオノノクス,Haxorus,Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,45,1250000,540,76,147,90,60,70,97,50,1.8,105.5,5,0
613,Kumasyunクマシュン,Cubchoo,Chill Pokémon,"['Snow Cloak', 'Slush Rush', 'Rattled']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,120,1000000,305,55,70,40,60,40,40,50,0.5,8.5,5,0
614,Tunbearツンベアー,Beartic,Freezing Pokémon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,60,1000000,505,95,130,80,70,80,50,50,2.6,260,5,0
615,Freegeoフリージオ,Cryogonal,Crystallizing Pokémon,['Levitate'],ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,6400,70,25,1000000,515,80,50,50,95,135,105,,1.1,148,5,0
616,Chobomakiチョボマキ,Shelmet,Snail Pokémon,"['Hydration', 'Shell Armor', 'Overcoat']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,200,1000000,305,50,40,85,40,65,25,50,0.4,7.7,5,0
617,Agilderアギルダー,Accelgor,Shell Out Pokémon,"['Hydration', 'Sticky Hold', 'Unburden']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,75,1000000,495,80,70,40,100,60,145,50,0.8,25.3,5,0
618,Maggyoマッギョ,Stunfisk,Trap Pokémon,"['Static', 'Limber', 'Sand Veil']",ground,electric,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,5120,70,75,1000000,471,109,66,84,81,99,32,50,0.7,11,5,0
619,Kojofuコジョフー,Mienfoo,Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,180,1059860,350,45,85,50,55,50,65,50,0.9,20,5,0
620,Kojondoコジョンド,Mienshao,Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,45,1059860,510,65,125,60,95,60,105,50,1.4,35.5,5,0
621,Crimganクリムガン,Druddigon,Cave Pokémon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,7680,70,45,1000000,485,77,120,90,60,90,48,50,1.6,139,5,0
622,Gobitゴビット,Golett,Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",ground,ghost,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,190,1000000,303,59,74,50,35,50,35,,1,92,5,0
623,Goloogゴルーグ,Golurk,Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",ground,ghost,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,90,1000000,483,89,124,80,55,80,55,,2.8,330,5,0
624,Komatanaコマタナ,Pawniard,Sharp Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",dark,steel,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,120,1000000,340,45,85,70,40,40,60,50,0.5,10.2,5,0
625,Kirikizanキリキザン,Bisharp,Sword Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",dark,steel,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,45,1000000,490,65,125,100,60,70,70,50,1.6,70,5,0
626,Buffronバッフロン,Bouffalant,Bash Buffalo Pokémon,"['Reckless', 'Sap Sipper', 'Soundproof']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,45,1000000,490,95,110,95,40,95,55,50,1.6,94.6,5,0
627,Washibonワシボン,Rufflet,Eaglet Pokémon,"['Keen Eye', 'Sheer Force', 'Hustle']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,190,1250000,350,70,83,50,37,50,60,100,0.5,10.5,5,0
628,Warrgleウォーグル,Braviary,Valiant Pokémon,"['Keen Eye', 'Sheer Force', 'Defiant']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,60,1250000,510,100,123,75,57,75,80,100,1.5,41,5,0
629,Valchaiバルチャイ,Vullaby,Diapered Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,190,1250000,370,70,55,75,45,65,60,0,0.5,9,5,0
630,Vulginaバルジーナ,Mandibuzz,Bone Vulture Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,60,1250000,510,110,65,105,55,95,80,0,1.2,39.5,5,0
631,Kuitaranクイタラン,Heatmor,Anteater Pokémon,"['Gluttony', 'Flash Fire', 'White Smoke']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,90,1000000,484,85,97,66,105,66,65,50,1.4,58,5,0
632,Aiantアイアント,Durant,Iron Ant Pokémon,"['Swarm', 'Hustle', 'Truant']",bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,90,1000000,484,58,109,112,48,48,109,50,0.3,33,5,0
633,Monozuモノズ,Deino,Irate Pokémon,['Hustle'],dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,45,1250000,300,52,65,50,45,50,38,50,0.8,17.3,5,0
634,Diheadジヘッド,Zweilous,Hostile Pokémon,['Hustle'],dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,45,1250000,420,72,85,70,65,70,58,50,1.4,50,5,0
635,Sazandoraサザンドラ,Hydreigon,Brutal Pokémon,['Levitate'],dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,45,1250000,600,92,105,90,125,90,98,50,1.8,160,5,0
636,Merlarvaメラルバ,Larvesta,Torch Pokémon,"['Flame Body', 'Swarm']",bug,fire,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,45,1250000,360,55,85,55,50,55,60,50,1.1,28.8,5,0
637,Ulgamothウルガモス,Volcarona,Sun Pokémon,"['Flame Body', 'Swarm']",bug,fire,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,15,1250000,550,85,60,65,135,105,100,50,1.6,46,5,0
638,Cobalonコバルオン,Cobalion,Iron Will Pokémon,['Justified'],steel,fighting,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,20480,35,3,1250000,580,91,90,129,90,72,108,,2.1,250,5,1
639,Terrakionテラキオン,Terrakion,Cavern Pokémon,['Justified'],rock,fighting,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,20480,35,3,1250000,580,91,129,90,72,90,108,,1.9,260,5,1
640,Virizionビリジオン,Virizion,Grassland Pokémon,['Justified'],grass,fighting,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,20480,35,3,1250000,580,91,90,72,90,129,108,,2,200,5,1
641,Tornelos (keshin Forme)トルネロス,Tornadus,Cyclone Pokémon,"['Prankster', 'Defiant', 'Regenerator']",flying,,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,3,1250000,580,79,100,80,110,90,121,100,1.5,63,5,1
642,Voltolos (keshin Forme)ボルトロス,Thundurus,Bolt Strike Pokémon,"['Prankster', 'Defiant', 'Volt Absorb']",electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,3,1250000,580,79,105,70,145,80,101,100,1.5,61,5,1
643,Reshiramレシラム,Reshiram,Vast White Pokémon,['Turboblaze'],dragon,fire,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,30720,0,3,1250000,680,100,120,100,150,120,90,,3.2,330,5,1
644,Zekromゼクロム,Zekrom,Deep Black Pokémon,['Teravolt'],dragon,electric,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,30720,0,3,1250000,680,100,150,120,120,100,90,,2.9,345,5,1
645,Landlos (keshin Forme)ランドロス,Landorus,Abundance Pokémon,"['Sand Force', 'Sheer Force', 'Intimidate']",ground,flying,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,3,1250000,600,89,145,90,105,80,91,100,1.5,68,5,1
646,Kyuremキュレム,Kyurem,Boundary Pokémon,"['Pressure', 'Teravolt', 'Turboblaze']",dragon,ice,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,3,1250000,700,125,120,90,170,100,95,,3,325,5,1
647,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,Colt Pokémon,['Justified'],water,fighting,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,20480,35,3,1250000,580,91,72,90,129,90,108,,1.4,48.5,5,1
648,Meloetta (step Forme)メロエッタ,Meloetta,Melody Pokémon,['Serene Grace'],normal,psychic,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30720,100,3,1250000,600,100,128,90,77,77,128,,0.6,6.5,5,1
649,Genesectゲノセクト,Genesect,Paleozoic Pokémon,['Download'],bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,30720,0,3,1250000,600,71,120,95,120,95,99,,1.5,82.5,5,1
650,Harimaronハリマロン,Chespin,Spiky Nut Pokémon,"['Overgrow', 'Bulletproof']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,313,56,61,65,48,45,38,88.1,0.4,9,6,0
651,Hariborgハリボーグ,Quilladin,Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,405,61,78,95,56,58,57,88.1,0.7,29,6,0
652,Brigarronブリガロン,Chesnaught,Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",grass,fighting,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,5120,70,45,1059860,530,88,107,122,74,75,64,88.1,1.6,90,6,0
653,Fokkoフォッコ,Fennekin,Fox Pokémon,"['Blaze', 'Magician']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,45,1059860,307,40,45,40,62,60,60,88.1,0.4,9.4,6,0
654,Tairenarテールナー,Braixen,Fox Pokémon,"['Blaze', 'Magician']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,45,1059860,409,59,59,58,90,70,73,88.1,1,14.5,6,0
655,Mahoxyマフォクシー,Delphox,Fox Pokémon,"['Blaze', 'Magician']",fire,psychic,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,5120,70,45,1059860,534,75,69,72,114,100,104,88.1,1.5,39,6,0
656,Keromatsuケロマツ,Froakie,Bubble Frog Pokémon,"['Torrent', 'Protean']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,314,41,56,40,62,44,71,88.1,0.3,7,6,0
657,Gekogashiraゲコガシラ,Frogadier,Bubble Frog Pokémon,"['Torrent', 'Protean']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,45,1059860,405,54,63,52,83,56,97,88.1,0.6,10.9,6,0
658,Gekkougaゲッコウガ,Greninja,Ninja Pokémon,"['Torrent', 'Protean', 'Battle Bond']",water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,70,45,1059860,640,72,145,67,153,71,132,88.1,1.5,40,6,0
659,Horubeeホルビー,Bunnelby,Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,1000000,237,38,36,38,32,36,57,50,0.4,5,6,0
660,Horudoホルード,Diggersby,Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",normal,ground,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,3840,70,127,1000000,423,85,56,77,50,77,78,50,1,42.4,6,0
661,Yayakomaヤヤコマ,Fletchling,Tiny Robin Pokémon,"['Big Pecks', 'Gale Wings']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,255,1059860,278,45,50,43,40,38,62,50,0.3,1.7,6,0
662,Hinoyakomaヒノヤコマ,Fletchinder,Ember Pokémon,"['Flame Body', 'Gale Wings']",fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3840,70,120,1059860,382,62,73,55,56,52,84,50,0.7,16,6,0
663,Fiarrowファイアロー,Talonflame,Scorching Pokémon,"['Flame Body', 'Gale Wings']",fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3840,70,45,1059860,499,78,81,71,74,69,126,50,1.2,24.5,6,0
664,Kofukimushiコフキムシ,Scatterbug,Scatterdust Pokémon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,255,1000000,200,38,35,40,27,25,35,50,0.3,2.5,6,0
665,Kofuuraiコフーライ,Spewpa,Scatterdust Pokémon,"['Shed Skin', 'Friend Guard']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,120,1000000,213,45,22,60,27,30,29,50,0.3,8.4,6,0
666,Viviyonビビヨン,Vivillon,Scale Pokémon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,45,1000000,411,80,52,50,90,50,89,50,1.2,17,6,0
667,Shishikoシシコ,Litleo,Lion Cub Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,220,1059860,369,62,50,58,73,54,72,11.2,0.6,13.5,6,0
668,Kaenjishiカエンジシ,Pyroar,Royal Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,65,1059860,507,86,68,72,109,66,106,11.2,1.5,81.5,6,0
669,Flabebeフラベベ,Flabébé,Single Bloom Pokémon,"['Flower Veil', 'Symbiosis']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,225,1000000,303,44,38,39,61,79,42,0,0.1,0.1,6,0
670,Floetteフラエッテ,Floette,Fairy Pokémon,"['Flower Veil', 'Symbiosis']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,120,1000000,551,74,65,67,125,128,92,0,0.2,0.9,6,0
671,Florgesフラージェス,Florges,Garden Pokémon,"['Flower Veil', 'Symbiosis']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,45,1000000,552,78,65,68,112,154,75,0,1.1,10,6,0
672,Meecleメェークル,Skiddo,Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,200,1000000,350,66,65,48,62,57,52,50,0.9,31,6,0
673,Gogoatゴーゴート,Gogoat,Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1000000,531,123,100,62,97,81,68,50,1.7,91,6,0
674,Yanchamヤンチャム,Pancham,Playful Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,220,1000000,348,67,82,62,46,48,43,50,0.6,8,6,0
675,Gorondaゴロンダ,Pangoro,Daunting Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,6400,70,65,1000000,495,95,124,78,69,71,58,50,2.1,136,6,0
676,Trimmienトリミアン,Furfrou,Poodle Pokémon,['Fur Coat'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,160,1000000,472,75,80,60,65,90,102,50,1.2,28,6,0
677,Nyasperニャスパー,Espurr,Restraint Pokémon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,190,1000000,355,62,48,54,63,60,68,50,0.3,3.5,6,0
678,Nyaonixニャオニクス,Meowstic,Constraint Pokémon,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,75,1000000,466,74,48,76,83,81,104,50,0.6,8.5,6,0
679,Hitotsukiヒトツキ,Honedge,Sword Pokémon,['No Guard'],steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,180,1000000,325,45,80,100,35,37,28,50,0.8,2,6,0
680,Nidangillニダンギル,Doublade,Sword Pokémon,['No Guard'],steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,90,1000000,448,59,110,150,45,49,35,50,0.8,4.5,6,0
681,Gillgardギルガルド,Aegislash,Royal Sword Pokémon,['Stance Change'],steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,45,1000000,520,60,150,50,150,50,60,50,1.7,53,6,0
682,Shushupuシュシュプ,Spritzee,Perfume Pokémon,"['Healer', 'Aroma Veil']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,200,1000000,341,78,52,60,63,65,23,50,0.2,0.5,6,0
683,Frefuwanフレフワン,Aromatisse,Fragrance Pokémon,"['Healer', 'Aroma Veil']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,140,1000000,462,101,72,72,99,89,29,50,0.8,15.5,6,0
684,Peroppafuペロッパフ,Swirlix,Cotton Candy Pokémon,"['Sweet Veil', 'Unburden']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,200,1000000,341,62,48,66,59,57,49,50,0.4,3.5,6,0
685,Peroreamペロリーム,Slurpuff,Meringue Pokémon,"['Sweet Veil', 'Unburden']",fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,140,1000000,480,82,80,86,85,75,72,50,0.8,5,6,0
686,Maaiikaマーイーカ,Inkay,Revolving Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5120,70,190,1000000,288,53,54,53,37,46,45,50,0.4,3.5,6,0
687,Calamaneroカラマネロ,Malamar,Overturning Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5120,70,80,1000000,482,86,92,88,68,75,73,50,1.5,47,6,0
688,Kameteteカメテテ,Binacle,Two-Handed Pokémon,"['Tough Claws', 'Sniper', 'Pickpocket']",rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,120,1000000,306,42,52,67,39,56,50,50,0.5,31,6,0
689,Gamenodesガメノデス,Barbaracle,Collective Pokémon,"['Tough Claws', 'Sniper', 'Pickpocket']",rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,45,1000000,500,72,105,115,54,86,68,50,1.3,96,6,0
690,Kuzumoクズモー,Skrelp,Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,225,1000000,320,50,60,60,60,60,30,50,0.5,7.3,6,0
691,Dramidoroドラミドロ,Dragalge,Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",poison,dragon,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,5120,70,55,1000000,494,65,75,90,97,123,44,50,1.8,81.5,6,0
692,Udeppouウデッポウ,Clauncher,Water Gun Pokémon,['Mega Launcher'],water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,225,1250000,330,50,53,62,58,63,44,50,0.5,8.3,6,0
693,Blosterブロスター,Clawitzer,Howitzer Pokémon,['Mega Launcher'],water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,55,1250000,500,71,73,88,120,89,59,50,1.3,35.3,6,0
694,Erikiteruエリキテル,Helioptile,Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",electric,normal,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,5120,70,190,1000000,289,44,38,33,61,43,70,50,0.5,6,6,0
695,Elezardエレザード,Heliolisk,Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",electric,normal,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,5120,70,75,1000000,481,62,55,52,109,94,109,50,1,21,6,0
696,Chigorasチゴラス,Tyrunt,Royal Heir Pokémon,"['Strong Jaw', 'Sturdy']",rock,dragon,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,7680,70,45,1000000,362,58,89,77,45,45,48,88.1,0.8,26,6,0
697,Gachigorasガチゴラス,Tyrantrum,Despot Pokémon,"['Strong Jaw', 'Rock Head']",rock,dragon,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,7680,70,45,1000000,521,82,121,119,69,59,71,88.1,2.5,270,6,0
698,Amarusアマルス,Amaura,Tundra Pokémon,"['Refrigerate', 'Snow Warning']",rock,ice,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,7680,70,45,1000000,362,77,59,50,67,63,46,88.1,1.3,25.2,6,0
